,编号,预测值,实际值,偏差
数据180,180.0,28.426,39.8,11.374
数据181,181.0,23.8,36.2,12.4
数据182,182.0,32.392,37.9,5.508
数据183,183.0,30.687,32.5,1.813
数据184,184.0,20.581,26.4,5.819
数据185,185.0,22.888,29.6,6.712
数据186,186.0,34.605,50.0,15.395
数据187,187.0,28.984,32.0,3.016
数据188,188.0,32.9,29.8,3.1
数据189,189.0,30.687,34.9,4.213
数据190,190.0,30.687,37.0,6.313
数据191,191.0,32.9,30.5,2.4
数据192,192.0,35.887,36.4,0.513
数据193,193.0,30.687,31.1,0.413
数据194,194.0,32.9,29.1,3.8
数据195,195.0,36.61,50.0,13.39
数据196,196.0,34.605,33.3,1.305
数据197,197.0,25.187,30.3,5.113
数据198,198.0,30.689,34.6,3.911
数据199,199.0,32.392,34.9,2.508
数据200,200.0,34.605,32.9,1.705
数据201,201.0,26.721,24.1,2.621
数据202,202.0,36.61,42.3,5.69
数据203,203.0,36.61,48.5,11.89
数据204,204.0,40.058,50.0,9.942
数据205,205.0,22.309,22.6,0.291
数据206,206.0,22.309,24.4,2.091
数据207,207.0,19.505,22.5,2.995
数据208,208.0,18.969,24.4,5.431
数据209,209.0,18.823,20.0,1.177
数据210,210.0,18.969,21.7,2.731
数据211,211.0,18.823,19.3,0.477
数据212,212.0,18.969,22.4,3.431
数据213,213.0,23.696,28.1,4.404
数据214,214.0,20.864,23.7,2.836
数据215,215.0,22.309,25.0,2.691
数据216,216.0,19.899,23.3,3.401
数据217,217.0,22.309,28.7,6.391
数据218,218.0,18.823,21.5,2.677
数据219,219.0,25.33,23.0,2.33
数据220,220.0,25.33,26.7,1.37
数据221,221.0,18.823,21.7,2.877
数据222,222.0,25.33,27.5,2.17
数据223,223.0,25.229,30.1,4.871
数据224,224.0,32.9,44.8,11.9
数据225,225.0,32.9,50.0,17.1
数据226,226.0,34.905,37.6,2.695
数据227,227.0,30.687,31.6,0.913
数据228,228.0,32.9,46.7,13.8
数据229,229.0,31.408,31.5,0.092
数据230,230.0,21.396,24.3,2.904
数据231,231.0,30.687,31.7,1.013
数据232,232.0,35.887,41.7,5.813
数据233,233.0,32.9,48.3,15.4
数据234,234.0,26.718,29.0,2.282
数据235,235.0,22.309,24.0,1.691
数据236,236.0,25.33,25.1,0.23
数据237,237.0,30.687,31.5,0.813
数据238,238.0,29.195,23.7,5.495
数据239,239.0,26.721,23.3,3.421
数据240,240.0,23.8,22.0,1.8
数据241,241.0,21.396,20.1,1.296
数据242,242.0,22.309,22.2,0.109
数据243,243.0,29.195,23.7,5.495
数据244,244.0,21.396,17.6,3.796
数据245,245.0,19.505,18.5,1.005
数据246,246.0,22.219,24.3,2.081
数据247,247.0,22.309,20.5,1.809
数据248,248.0,23.696,24.5,0.804
数据249,249.0,29.195,26.2,2.995
数据250,250.0,29.195,24.4,4.795
数据251,251.0,31.408,24.8,6.608
数据252,252.0,34.905,29.6,5.305
数据253,253.0,34.905,42.8,7.895
数据254,254.0,28.748,21.9,6.848
数据255,255.0,23.696,20.9,2.796
数据256,256.0,36.61,44.0,7.39
数据257,257.0,36.301,50.0,13.699
数据258,258.0,26.721,36.0,9.279
数据259,259.0,28.984,30.1,1.116
数据260,260.0,23.8,33.8,10.0
数据261,261.0,26.721,43.1,16.379
数据262,262.0,36.061,48.8,12.739
数据263,263.0,23.8,31.0,7.2
数据264,264.0,25.187,36.5,11.313
数据265,265.0,22.309,22.8,0.491
数据266,266.0,21.285,30.7,9.415
数据267,267.0,38.022,50.0,11.978
数据268,268.0,34.905,43.5,8.595
数据269,269.0,19.899,20.7,0.801
数据270,270.0,21.396,21.1,0.296
数据271,271.0,25.553,25.2,0.353
数据272,272.0,26.721,24.4,2.321
数据273,273.0,31.446,35.2,3.754
数据274,274.0,35.664,32.4,3.264
数据275,275.0,34.905,32.0,2.905
数据276,276.0,31.446,33.2,1.754
数据277,277.0,33.658,33.1,0.558
数据278,278.0,25.229,29.1,3.871
数据279,279.0,30.687,35.1,4.413
数据280,280.0,36.61,45.4,8.79
数据281,281.0,32.9,35.4,2.5
数据282,282.0,35.664,46.0,10.336
数据283,283.0,35.664,50.0,14.336
数据284,284.0,28.426,32.2,3.774
数据285,285.0,25.187,22.0,3.187
数据286,286.0,22.888,20.1,2.788
数据287,287.0,25.229,23.2,2.029
数据288,288.0,25.229,22.3,2.929
数据289,289.0,23.696,24.8,1.104
数据290,290.0,34.905,28.5,6.405
数据291,291.0,34.905,37.3,2.395
数据292,292.0,30.687,27.9,2.787
数据293,293.0,23.696,23.9,0.204
数据294,294.0,22.309,21.7,0.609
数据295,295.0,29.195,28.6,0.595
数据296,296.0,25.229,27.1,1.871
数据297,297.0,19.652,20.3,0.648
数据298,298.0,30.961,22.5,8.461
数据299,299.0,34.605,29.0,5.605
数据300,300.0,32.392,24.8,7.592
数据301,301.0,22.309,22.0,0.309
数据302,302.0,23.696,26.4,2.704
数据303,303.0,30.687,33.1,2.413
数据304,304.0,30.689,36.1,5.411
数据305,305.0,25.187,28.4,3.213
数据306,306.0,32.392,33.4,1.008
数据307,307.0,28.426,28.2,0.226
数据308,308.0,29.195,22.8,6.395
数据309,309.0,22.309,20.3,2.009
数据310,310.0,21.396,16.1,5.296
数据311,311.0,27.256,22.1,5.156
数据312,312.0,21.396,19.4,1.996
数据313,313.0,23.696,21.6,2.096
数据314,314.0,23.696,23.8,0.104
数据315,315.0,22.309,16.2,6.109
数据316,316.0,19.505,17.8,1.705
数据317,317.0,19.652,19.8,0.148
数据318,318.0,22.309,23.1,0.791
数据319,319.0,21.396,21.0,0.396
数据320,320.0,23.752,23.8,0.048
数据321,321.0,26.016,23.1,2.916
数据322,322.0,23.752,20.4,3.352
数据323,323.0,21.307,18.5,2.807
数据324,324.0,27.719,25.0,2.719
数据325,325.0,27.719,24.6,3.119
数据326,326.0,25.779,23.0,2.779
数据327,327.0,21.307,22.2,0.893
数据328,328.0,22.309,19.3,3.009
数据329,329.0,27.045,22.6,4.445
数据330,330.0,23.696,19.8,3.896
数据331,331.0,21.396,17.1,4.296
数据332,332.0,25.229,19.4,5.829
数据333,333.0,25.779,22.2,3.579
数据334,334.0,24.076,20.7,3.376
数据335,335.0,22.219,21.1,1.119
数据336,336.0,22.219,19.5,2.719
数据337,337.0,22.219,18.5,3.719
数据338,338.0,22.219,20.6,1.619
数据339,339.0,22.219,19.0,3.219
数据340,340.0,22.219,18.7,3.519
数据341,341.0,32.392,32.7,0.308
数据342,342.0,25.187,16.5,8.687
数据343,343.0,26.721,23.9,2.821
数据344,344.0,32.9,31.2,1.7
数据345,345.0,22.309,17.5,4.809
数据346,346.0,21.396,17.2,4.196
数据347,347.0,30.687,23.1,7.587
数据348,348.0,30.687,24.5,6.187
数据349,349.0,32.392,26.6,5.792
数据350,350.0,29.21,22.9,6.31
数据351,351.0,30.687,24.1,6.587
数据352,352.0,25.229,18.6,6.629
数据353,353.0,32.9,30.1,2.8
数据354,354.0,22.219,18.2,4.019
数据355,355.0,25.779,20.6,5.179
数据356,356.0,14.743,17.8,3.057
数据357,357.0,19.523,21.7,2.177
数据358,358.0,21.536,22.7,1.164
数据359,359.0,19.626,22.6,2.974
数据360,360.0,26.711,25.0,1.711
数据361,361.0,17.861,19.9,2.039
数据362,362.0,25.178,20.8,4.378
数据363,363.0,15.662,16.8,1.138
数据364,364.0,29.954,21.9,8.054
数据365,365.0,24.649,27.5,2.851
数据366,366.0,17.861,21.9,4.039
数据367,367.0,19.716,23.1,3.384
数据368,368.0,28.414,50.0,21.586
数据369,369.0,32.016,50.0,17.984
数据370,370.0,32.016,50.0,17.984
数据371,371.0,21.639,50.0,28.361
数据372,372.0,28.78,50.0,21.22
数据373,373.0,11.902,13.8,1.898
数据374,374.0,12.133,13.8,1.667
数据375,375.0,19.626,15.0,4.626
数据376,376.0,13.615,13.9,0.285
数据377,377.0,13.615,13.3,0.315
数据378,378.0,13.615,13.1,0.515
数据379,379.0,13.615,10.2,3.415
数据380,380.0,15.765,10.4,5.365
数据381,381.0,13.615,10.9,2.715
数据382,382.0,13.615,11.3,2.315
数据383,383.0,13.615,12.3,1.315
数据384,384.0,12.133,8.8,3.333
数据385,385.0,11.902,7.2,4.702
数据386,386.0,12.133,10.5,1.633
数据387,387.0,11.902,7.4,4.502
数据388,388.0,11.902,10.2,1.702
数据389,389.0,13.615,11.5,2.115
数据390,390.0,15.765,15.1,0.665
数据391,391.0,13.615,23.2,9.585
数据392,392.0,12.57,9.7,2.87
数据393,393.0,15.765,13.8,1.965
数据394,394.0,15.765,12.7,3.065
数据395,395.0,15.765,13.1,2.665
数据396,396.0,13.615,12.5,1.115
数据397,397.0,13.615,8.5,5.115
数据398,398.0,11.902,5.0,6.902
数据399,399.0,12.947,6.3,6.647
数据400,400.0,12.57,5.6,6.97
数据401,401.0,13.615,7.2,6.415
数据402,402.0,13.615,12.1,1.515
数据403,403.0,13.8,8.3,5.5
数据404,404.0,12.57,8.5,4.07
数据405,405.0,13.8,5.0,8.8
数据406,406.0,12.8,11.9,0.9
数据407,407.0,19.626,27.9,8.274
数据408,408.0,14.845,17.2,2.355
数据409,409.0,14.845,27.5,12.655
数据410,410.0,21.639,15.0,6.639
数据411,411.0,14.845,17.2,2.355
数据412,412.0,15.434,17.9,2.466
数据413,413.0,13.8,16.3,2.5
数据414,414.0,13.363,7.0,6.363
数据415,415.0,14.178,7.2,6.978
数据416,416.0,14.845,7.5,7.345
数据417,417.0,13.8,10.4,3.4
数据418,418.0,13.8,8.8,5.0
数据419,419.0,14.845,8.4,6.445
数据420,420.0,15.765,16.7,0.935
数据421,421.0,15.765,14.2,1.565
数据422,422.0,17.861,20.8,2.939
数据423,423.0,14.845,13.4,1.445
数据424,424.0,17.98,11.7,6.28
数据425,425.0,14.845,8.3,6.545
数据426,426.0,17.98,10.2,7.78
数据427,427.0,17.861,10.9,6.961
数据428,428.0,14.845,11.0,3.845
数据429,429.0,14.845,9.5,5.345
数据430,430.0,16.012,14.5,1.512
数据431,431.0,14.845,14.1,0.745
数据432,432.0,19.626,16.1,3.526
数据433,433.0,16.931,14.3,2.631
数据434,434.0,16.931,11.7,5.231
数据435,435.0,13.615,13.4,0.215
数据436,436.0,16.012,9.6,6.412
数据437,437.0,14.845,8.7,6.145
数据438,438.0,12.947,8.4,4.547
数据439,439.0,13.615,12.8,0.815
数据440,440.0,12.57,10.5,2.07
数据441,441.0,13.615,17.1,3.485
数据442,442.0,14.534,18.4,3.866
数据443,443.0,13.615,15.4,1.785
数据444,444.0,13.615,10.8,2.815
数据445,445.0,14.845,11.8,3.045
数据446,446.0,13.615,14.9,1.285
数据447,447.0,15.765,12.6,3.165
数据448,448.0,13.615,14.1,0.485
数据449,449.0,13.615,13.0,0.615
数据450,450.0,16.931,13.4,3.531
数据451,451.0,13.615,15.2,1.585
数据452,452.0,14.534,16.1,1.566
数据453,453.0,15.765,17.8,2.035
数据454,454.0,16.012,14.9,1.112
数据455,455.0,14.782,14.1,0.682
数据456,456.0,14.782,12.7,2.082
数据457,457.0,16.931,13.5,3.431
数据458,458.0,15.765,14.9,0.865
数据459,459.0,15.765,20.0,4.235
数据460,460.0,15.765,16.4,0.635
数据461,461.0,15.765,17.7,1.935
数据462,462.0,17.861,19.5,1.639
数据463,463.0,25.178,20.2,4.978
数据464,464.0,20.674,21.4,0.726
数据465,465.0,18.91,19.9,0.99
数据466,466.0,16.931,19.0,2.069
数据467,467.0,14.845,19.1,4.255
数据468,468.0,15.894,19.1,3.206
数据469,469.0,16.813,20.1,3.287
数据470,470.0,15.765,19.9,4.135
数据471,471.0,19.626,19.6,0.026
数据472,472.0,17.861,23.2,5.339
数据473,473.0,20.674,29.8,9.126
数据474,474.0,14.845,13.8,1.045
数据475,475.0,14.845,13.3,1.545
数据476,476.0,14.845,16.7,1.855
数据477,477.0,12.57,12.0,0.57
数据478,478.0,14.845,14.6,0.245
数据479,479.0,19.626,21.4,1.774
数据480,480.0,21.639,23.0,1.361
数据481,481.0,23.172,23.7,0.528
数据482,482.0,23.172,25.0,1.828
数据483,483.0,21.639,21.8,0.161
数据484,484.0,20.674,20.6,0.074
数据485,485.0,21.639,21.2,0.439
数据486,486.0,15.765,19.1,3.335
数据487,487.0,21.639,20.6,1.039
数据488,488.0,15.17,15.2,0.03
数据489,489.0,15.17,7.0,8.17
数据490,490.0,14.502,8.1,6.402
数据491,491.0,15.17,13.6,1.57
数据492,492.0,19.951,20.1,0.149
数据493,493.0,21.396,21.8,0.404
数据494,494.0,20.581,24.5,3.919
数据495,495.0,20.864,23.1,2.236
数据496,496.0,19.505,19.7,0.195
数据497,497.0,20.581,18.3,2.281
数据498,498.0,21.396,21.2,0.196
数据499,499.0,19.652,17.5,2.152
数据500,500.0,20.581,16.8,3.781
数据501,501.0,22.219,22.4,0.181
数据502,502.0,22.219,20.6,1.619
数据503,503.0,27.719,23.9,3.819
数据504,504.0,27.719,22.0,5.719
数据505,505.0,23.752,11.9,11.852
