,编号,预测值,实际值,偏差
数据59,59.0,22.463,19.6,2.863
数据60,60.0,20.572,18.7,1.872
数据61,61.0,20.572,16.0,4.572
数据62,62.0,23.68,22.2,1.48
数据63,63.0,25.168,25.0,0.168
数据64,64.0,31.498,33.0,1.502
数据65,65.0,23.68,23.5,0.18
数据66,66.0,22.463,19.4,3.063
数据67,67.0,22.463,22.0,0.463
数据68,68.0,20.572,17.4,3.172
数据69,69.0,22.463,20.9,1.563
数据70,70.0,26.897,24.2,2.697
数据71,71.0,22.463,21.7,0.763
数据72,72.0,23.68,22.8,0.88
数据73,73.0,23.68,23.4,0.28
数据74,74.0,23.68,24.1,0.42
数据75,75.0,23.68,21.4,2.28
数据76,76.0,23.229,20.0,3.229
数据77,77.0,23.68,20.8,2.88
数据78,78.0,23.229,21.2,2.029
数据79,79.0,22.463,20.3,2.163
数据80,80.0,26.897,28.0,1.103
数据81,81.0,23.68,23.9,0.22
数据82,82.0,23.68,24.8,1.12
数据83,83.0,23.68,22.9,0.78
数据84,84.0,23.68,23.9,0.22
数据85,85.0,23.68,26.6,2.92
数据86,86.0,23.229,22.5,0.729
数据87,87.0,23.68,22.2,1.48
数据88,88.0,24.718,23.6,1.118
数据89,89.0,31.498,28.7,2.798
数据90,90.0,23.229,22.6,0.629
数据91,91.0,23.229,22.0,1.229
数据92,92.0,23.68,22.9,0.78
数据93,93.0,23.68,25.0,1.32
数据94,94.0,23.229,20.6,2.629
数据95,95.0,23.68,28.4,4.72
数据96,96.0,23.229,21.4,1.829
数据97,97.0,36.142,38.7,2.558
数据98,98.0,41.006,43.8,2.794
数据99,99.0,31.498,33.2,1.702
数据100,100.0,23.229,27.5,4.271
数据101,101.0,23.229,26.5,3.271
数据102,102.0,23.229,18.6,4.629
数据103,103.0,20.671,19.3,1.371
数据104,104.0,22.112,20.1,2.012
数据105,105.0,19.455,19.5,0.045
数据106,106.0,19.455,19.5,0.045
数据107,107.0,20.671,20.4,0.271
数据108,108.0,21.358,19.8,1.558
数据109,109.0,20.671,19.4,1.271
数据110,110.0,21.789,21.7,0.089
数据111,111.0,23.229,22.8,0.429
数据112,112.0,19.455,18.8,0.655
数据113,113.0,20.671,18.7,1.971
数据114,114.0,23.229,18.5,4.729
数据115,115.0,19.455,18.3,1.155
数据116,116.0,22.112,21.2,0.912
数据117,117.0,23.229,19.2,4.029
数据118,118.0,19.455,20.4,0.945
数据119,119.0,19.455,19.3,0.155
数据120,120.0,19.348,22.0,2.652
数据121,121.0,20.564,20.3,0.264
数据122,122.0,19.348,20.5,1.152
数据123,123.0,17.807,17.3,0.507
数据124,124.0,19.348,18.8,0.548
数据125,125.0,19.348,21.4,2.052
数据126,126.0,17.807,15.7,2.107
数据127,127.0,19.348,16.2,3.148
数据128,128.0,19.811,18.0,1.811
数据129,129.0,19.348,14.3,5.048
数据130,130.0,19.811,19.2,0.611
数据131,131.0,20.564,19.6,0.964
数据132,132.0,20.564,23.0,2.436
数据133,133.0,19.348,18.4,0.948
数据134,134.0,19.348,15.6,3.748
数据135,135.0,20.564,18.1,2.464
数据136,136.0,19.348,17.4,1.948
数据137,137.0,19.811,17.1,2.711
数据138,138.0,17.807,13.3,4.507
数据139,139.0,20.564,17.8,2.764
数据140,140.0,18.006,14.0,4.006
数据141,141.0,16.79,14.4,2.39
数据142,142.0,16.494,13.4,3.094
数据143,143.0,15.483,15.6,0.117
数据144,144.0,15.483,11.8,3.683
数据145,145.0,15.073,13.8,1.273
数据146,146.0,17.287,15.6,1.687
数据147,147.0,15.483,14.6,0.883
数据148,148.0,15.483,17.8,2.317
数据149,149.0,16.5,15.4,1.1
数据150,150.0,18.504,21.5,2.996
数据151,151.0,17.287,19.6,2.313
数据152,152.0,18.298,15.3,2.998
数据153,153.0,17.287,19.4,2.113
数据154,154.0,20.632,17.0,3.632
数据155,155.0,19.515,15.6,3.915
数据156,156.0,17.287,13.1,4.187
数据157,157.0,30.968,41.3,10.332
数据158,158.0,20.564,24.3,3.736
数据159,159.0,18.761,23.3,4.539
数据160,160.0,22.132,27.0,4.868
数据161,161.0,43.385,50.0,6.615
数据162,162.0,45.527,50.0,4.473
数据163,163.0,45.527,50.0,4.473
数据164,164.0,19.348,22.7,3.352
数据165,165.0,20.564,25.0,4.436
数据166,166.0,45.527,50.0,4.473
数据167,167.0,19.348,23.8,4.452
数据168,168.0,20.564,23.8,3.236
数据169,169.0,20.564,22.3,1.736
数据170,170.0,19.348,17.4,1.948
数据171,171.0,19.348,19.1,0.248
数据172,172.0,19.455,23.1,3.645
数据173,173.0,23.229,23.6,0.371
数据174,174.0,22.013,22.6,0.587
数据175,175.0,25.168,29.4,4.232
数据176,176.0,23.229,23.2,0.029
数据177,177.0,23.229,24.6,1.371
数据178,178.0,23.229,29.9,6.671
数据179,179.0,25.475,37.2,11.725
数据180,180.0,36.142,39.8,3.658
数据181,181.0,23.229,36.2,12.971
数据182,182.0,30.981,37.9,6.919
数据183,183.0,24.718,32.5,7.782
数据184,184.0,20.572,26.4,5.828
数据185,185.0,21.789,29.6,7.811
数据186,186.0,41.006,50.0,8.994
数据187,187.0,26.897,32.0,5.103
数据188,188.0,26.897,29.8,2.903
数据189,189.0,33.226,34.9,1.674
数据190,190.0,28.692,37.0,8.308
数据191,191.0,26.897,30.5,3.603
数据192,192.0,33.226,36.4,3.174
数据193,193.0,26.897,31.1,4.203
数据194,194.0,26.897,29.1,2.203
数据195,195.0,43.888,50.0,6.112
数据196,196.0,36.108,33.3,2.808
数据197,197.0,36.108,30.3,5.808
数据198,198.0,36.108,34.6,1.508
数据199,199.0,28.692,34.9,6.208
数据200,200.0,33.226,32.9,0.326
数据201,201.0,22.663,24.1,1.437
数据202,202.0,41.006,42.3,1.294
数据203,203.0,41.006,48.5,7.494
数据204,204.0,41.006,50.0,8.994
数据205,205.0,22.013,22.6,0.587
数据206,206.0,23.229,24.4,1.171
数据207,207.0,19.455,22.5,3.045
数据208,208.0,20.671,24.4,3.729
数据209,209.0,21.022,20.0,1.022
数据210,210.0,21.022,21.7,0.678
数据211,211.0,21.022,19.3,1.722
数据212,212.0,19.455,22.4,2.945
数据213,213.0,24.718,28.1,3.382
数据214,214.0,18.438,23.7,5.262
数据215,215.0,23.229,25.0,1.771
数据216,216.0,19.455,23.3,3.845
数据217,217.0,24.718,28.7,3.982
数据218,218.0,21.022,21.5,0.478
数据219,219.0,23.68,23.0,0.68
数据220,220.0,26.963,26.7,0.263
数据221,221.0,22.239,21.7,0.539
数据222,222.0,23.68,27.5,3.82
数据223,223.0,23.229,30.1,6.871
数据224,224.0,41.02,44.8,3.78
数据225,225.0,41.006,50.0,8.994
数据226,226.0,41.006,37.6,3.406
数据227,227.0,29.253,31.6,2.347
数据228,228.0,41.006,46.7,5.694
数据229,229.0,26.897,31.5,4.603
数据230,230.0,22.013,24.3,2.287
数据231,231.0,29.253,31.7,2.447
数据232,232.0,41.02,41.7,0.68
数据233,233.0,41.02,48.3,7.28
数据234,234.0,23.229,29.0,5.771
数据235,235.0,23.229,24.0,0.771
数据236,236.0,23.68,25.1,1.42
数据237,237.0,29.253,31.5,2.247
数据238,238.0,26.897,23.7,3.197
数据239,239.0,25.168,23.3,1.868
数据240,240.0,24.718,22.0,2.718
数据241,241.0,23.229,20.1,3.129
数据242,242.0,23.229,22.2,1.029
数据243,243.0,26.897,23.7,3.197
数据244,244.0,22.013,17.6,4.413
数据245,245.0,20.572,18.5,2.072
数据246,246.0,23.68,24.3,0.62
数据247,247.0,23.229,20.5,2.729
数据248,248.0,23.68,24.5,0.82
数据249,249.0,26.897,26.2,0.697
数据250,250.0,26.897,24.4,2.497
数据251,251.0,26.897,24.8,2.097
数据252,252.0,28.692,29.6,0.908
数据253,253.0,39.524,42.8,3.276
数据254,254.0,22.663,21.9,0.763
数据255,255.0,21.446,20.9,0.546
数据256,256.0,38.863,44.0,5.137
数据257,257.0,43.888,50.0,6.112
数据258,258.0,35.881,36.0,0.119
数据259,259.0,25.969,30.1,4.131
数据260,260.0,31.017,33.8,2.783
数据261,261.0,41.745,43.1,1.355
数据262,262.0,43.888,48.8,4.912
数据263,263.0,30.236,31.0,0.764
数据264,264.0,32.746,36.5,3.754
数据265,265.0,21.268,22.8,1.532
数据266,266.0,21.731,30.7,8.969
数据267,267.0,43.902,50.0,6.098
数据268,268.0,36.881,43.5,6.619
数据269,269.0,19.455,20.7,1.245
数据270,270.0,20.572,21.1,0.528
数据271,271.0,23.68,25.2,1.52
数据272,272.0,23.68,24.4,0.72
数据273,273.0,39.524,35.2,4.324
数据274,274.0,23.087,32.4,9.313
数据275,275.0,26.897,32.0,5.103
数据276,276.0,29.864,33.2,3.336
数据277,277.0,23.087,33.1,10.013
数据278,278.0,25.168,29.1,3.932
数据279,279.0,26.897,35.1,8.203
数据280,280.0,36.142,45.4,9.258
数据281,281.0,28.692,35.4,6.708
数据282,282.0,41.006,46.0,4.994
数据283,283.0,43.888,50.0,6.112
数据284,284.0,33.226,32.2,1.026
数据285,285.0,25.168,22.0,3.168
数据286,286.0,19.595,20.1,0.505
数据287,287.0,23.68,23.2,0.48
数据288,288.0,23.68,22.3,1.38
数据289,289.0,26.897,24.8,2.097
数据290,290.0,26.897,28.5,1.603
数据291,291.0,33.226,37.3,4.074
数据292,292.0,26.897,27.9,1.003
数据293,293.0,23.68,23.9,0.22
数据294,294.0,23.68,21.7,1.98
数据295,295.0,26.897,28.6,1.703
数据296,296.0,23.68,27.1,3.42
数据297,297.0,20.572,20.3,0.272
数据298,298.0,25.168,22.5,2.668
数据299,299.0,28.692,29.0,0.308
数据300,300.0,25.168,24.8,0.368
数据301,301.0,25.168,22.0,3.168
数据302,302.0,26.897,26.4,0.497
数据303,303.0,28.692,33.1,4.408
数据304,304.0,33.226,36.1,2.874
数据305,305.0,23.229,28.4,5.171
数据306,306.0,31.498,33.4,1.902
数据307,307.0,23.229,28.2,4.971
数据308,308.0,23.229,22.8,0.429
数据309,309.0,22.013,20.3,1.713
数据310,310.0,22.013,16.1,5.913
数据311,311.0,23.229,22.1,1.129
数据312,312.0,22.112,19.4,2.712
数据313,313.0,23.229,21.6,1.629
数据314,314.0,24.718,23.8,0.918
数据315,315.0,22.013,16.2,5.813
数据316,316.0,19.455,17.8,1.655
数据317,317.0,19.455,19.8,0.345
数据318,318.0,23.229,23.1,0.129
数据319,319.0,23.229,21.0,2.229
数据320,320.0,23.229,23.8,0.571
数据321,321.0,23.229,23.1,0.129
数据322,322.0,23.229,20.4,2.829
数据323,323.0,22.013,18.5,3.513
数据324,324.0,25.168,25.0,0.168
数据325,325.0,26.897,24.6,2.297
数据326,326.0,23.68,23.0,0.68
数据327,327.0,23.229,22.2,1.029
数据328,328.0,22.463,19.3,3.163
数据329,329.0,25.168,22.6,2.568
数据330,330.0,23.68,19.8,3.88
数据331,331.0,22.013,17.1,4.913
数据332,332.0,23.68,19.4,4.28
数据333,333.0,23.68,22.2,1.48
数据334,334.0,23.229,20.7,2.529
数据335,335.0,23.229,21.1,2.129
数据336,336.0,22.013,19.5,2.513
数据337,337.0,22.013,18.5,3.513
数据338,338.0,23.229,20.6,2.629
数据339,339.0,22.013,19.0,3.013
数据340,340.0,22.013,18.7,3.313
数据341,341.0,33.226,32.7,0.526
数据342,342.0,23.229,16.5,6.729
数据343,343.0,23.229,23.9,0.671
数据344,344.0,26.897,31.2,4.303
数据345,345.0,23.229,17.5,5.729
数据346,346.0,22.013,17.2,4.813
数据347,347.0,26.897,23.1,3.797
数据348,348.0,26.897,24.5,2.397
数据349,349.0,28.692,26.6,2.092
数据350,350.0,25.168,22.9,2.268
数据351,351.0,25.168,24.1,1.068
数据352,352.0,22.463,18.6,3.863
数据353,353.0,26.897,30.1,3.203
数据354,354.0,22.463,18.2,4.263
数据355,355.0,22.463,20.6,1.863
数据356,356.0,17.989,17.8,0.189
数据357,357.0,17.989,21.7,3.711
数据358,358.0,17.989,22.7,4.711
数据359,359.0,16.871,22.6,5.729
数据360,360.0,18.498,25.0,6.502
数据361,361.0,16.871,19.9,3.029
数据362,362.0,17.281,20.8,3.519
数据363,363.0,18.399,16.8,1.599
数据364,364.0,19.77,21.9,2.13
数据365,365.0,17.281,27.5,10.219
数据366,366.0,17.281,21.9,4.619
数据367,367.0,18.331,23.1,4.769
数据368,368.0,26.535,50.0,23.465
数据369,369.0,29.69,50.0,20.31
数据370,370.0,33.213,50.0,16.787
数据371,371.0,17.921,50.0,32.079
数据372,372.0,25.537,50.0,24.463
数据373,373.0,13.164,13.8,0.636
数据374,374.0,13.164,13.8,0.636
数据375,375.0,17.707,15.0,2.707
数据376,376.0,14.582,13.9,0.682
数据377,377.0,15.593,13.3,2.293
数据378,378.0,14.319,13.1,1.219
数据379,379.0,14.319,10.2,4.119
数据380,380.0,17.134,10.4,6.734
数据381,381.0,15.593,10.9,4.693
数据382,382.0,14.729,11.3,3.429
数据383,383.0,14.729,12.3,2.429
数据384,384.0,13.164,8.8,4.364
数据385,385.0,13.164,7.2,5.964
数据386,386.0,14.729,10.5,4.229
数据387,387.0,13.164,7.4,5.764
数据388,388.0,13.164,10.2,2.964
数据389,389.0,14.729,11.5,3.229
数据390,390.0,17.281,15.1,2.181
数据391,391.0,16.871,23.2,6.329
数据392,392.0,14.729,9.7,5.029
数据393,393.0,16.871,13.8,3.071
数据394,394.0,17.281,12.7,4.581
数据395,395.0,17.134,13.1,4.034
数据396,396.0,16.871,12.5,4.371
数据397,397.0,17.281,8.5,8.781
数据398,398.0,12.569,5.0,7.569
数据399,399.0,13.164,6.3,6.864
数据400,400.0,14.729,5.6,9.129
数据401,401.0,14.319,7.2,7.119
数据402,402.0,16.123,12.1,4.023
数据403,403.0,17.281,8.3,8.981
数据404,404.0,12.569,8.5,4.069
数据405,405.0,12.569,5.0,7.569
数据406,406.0,14.729,11.9,2.829
数据407,407.0,17.281,27.9,10.619
数据408,408.0,16.79,17.2,0.41
数据409,409.0,19.913,27.5,7.587
数据410,410.0,17.811,15.0,2.811
数据411,411.0,18.372,17.2,1.172
数据412,412.0,15.224,17.9,2.676
数据413,413.0,17.811,16.3,1.511
数据414,414.0,12.569,7.0,5.569
数据415,415.0,14.582,7.2,7.382
数据416,416.0,14.582,7.5,7.082
数据417,417.0,12.569,10.4,2.169
数据418,418.0,15.121,8.8,6.321
数据419,419.0,14.319,8.4,5.919
数据420,420.0,17.134,16.7,0.434
数据421,421.0,16.871,14.2,2.671
数据422,422.0,18.331,20.8,2.469
数据423,423.0,16.38,13.4,2.98
数据424,424.0,18.331,11.7,6.631
数据425,425.0,14.729,8.3,6.429
数据426,426.0,18.331,10.2,8.131
数据427,427.0,16.871,10.9,5.971
数据428,428.0,15.33,11.0,4.33
数据429,429.0,14.319,9.5,4.819
数据430,430.0,17.921,14.5,3.421
数据431,431.0,19.913,14.1,5.813
数据432,432.0,17.921,16.1,1.821
数据433,433.0,16.871,14.3,2.571
数据434,434.0,16.871,11.7,5.171
数据435,435.0,14.582,13.4,1.182
数据436,436.0,16.123,9.6,6.523
数据437,437.0,14.319,8.7,5.619
数据438,438.0,13.164,8.4,4.764
数据439,439.0,14.729,12.8,1.929
数据440,440.0,14.729,10.5,4.229
数据441,441.0,16.123,17.1,0.977
数据442,442.0,16.871,18.4,1.529
数据443,443.0,16.123,15.4,0.723
数据444,444.0,14.729,10.8,3.929
数据445,445.0,14.582,11.8,2.782
数据446,446.0,15.86,14.9,0.96
数据447,447.0,16.871,12.6,4.271
数据448,448.0,16.871,14.1,2.771
数据449,449.0,16.123,13.0,3.123
数据450,450.0,17.134,13.4,3.734
数据451,451.0,17.134,15.2,1.934
数据452,452.0,16.871,16.1,0.771
数据453,453.0,17.707,17.8,0.093
数据454,454.0,17.134,14.9,2.234
数据455,455.0,16.871,14.1,2.771
数据456,456.0,17.281,12.7,4.581
数据457,457.0,17.281,13.5,3.781
数据458,458.0,16.871,14.9,1.971
数据459,459.0,16.871,20.0,3.129
数据460,460.0,17.134,16.4,0.734
数据461,461.0,16.871,17.7,0.829
数据462,462.0,16.871,19.5,2.629
数据463,463.0,17.134,20.2,3.066
数据464,464.0,16.871,21.4,4.529
数据465,465.0,17.281,19.9,2.619
数据466,466.0,17.281,19.0,1.719
数据467,467.0,17.921,19.1,1.179
数据468,468.0,18.331,19.1,0.769
数据469,469.0,18.331,20.1,1.769
数据470,470.0,17.921,19.9,1.979
数据471,471.0,17.921,19.6,1.679
数据472,472.0,17.921,23.2,5.279
数据473,473.0,17.921,29.8,11.879
数据474,474.0,18.331,13.8,4.531
数据475,475.0,16.38,13.3,3.08
数据476,476.0,18.184,16.7,1.484
数据477,477.0,16.79,12.0,4.79
数据478,478.0,17.921,14.6,3.321
数据479,479.0,17.921,21.4,3.479
数据480,480.0,19.038,23.0,3.962
数据481,481.0,20.665,23.7,3.035
数据482,482.0,19.783,25.0,5.217
数据483,483.0,19.448,21.8,2.352
数据484,484.0,18.331,20.6,2.269
数据485,485.0,19.038,21.2,2.162
数据486,486.0,17.921,19.1,1.179
数据487,487.0,18.331,20.6,2.269
数据488,488.0,18.331,15.2,3.131
数据489,489.0,16.79,7.0,9.79
数据490,490.0,16.79,8.1,8.69
数据491,491.0,18.331,13.6,4.731
数据492,492.0,18.331,20.1,1.769
数据493,493.0,20.896,21.8,0.904
数据494,494.0,19.455,24.5,5.045
数据495,495.0,19.455,23.1,3.645
数据496,496.0,19.455,19.7,0.245
数据497,497.0,19.455,18.3,1.155
数据498,498.0,22.112,21.2,0.912
数据499,499.0,19.455,17.5,1.955
数据500,500.0,20.671,16.8,3.871
数据501,501.0,23.229,22.4,0.829
数据502,502.0,23.229,20.6,2.629
数据503,503.0,26.447,23.9,2.547
数据504,504.0,24.718,22.0,2.718
数据505,505.0,23.229,11.9,11.329
