,编号,预测值,实际值,偏差
数据65,65.0,6.29,23.5,17.21
数据66,66.0,5.787,19.4,13.613
数据67,67.0,5.878,22.0,16.122
数据68,68.0,5.594,17.4,11.806
数据69,69.0,5.885,20.9,15.015
数据70,70.0,6.417,24.2,17.783
数据71,71.0,5.961,21.7,15.739
数据72,72.0,6.065,22.8,16.735
数据73,73.0,6.245,23.4,17.155
数据74,74.0,6.273,24.1,17.827
数据75,75.0,6.286,21.4,15.114
数据76,76.0,6.279,20.0,13.721
数据77,77.0,6.14,20.8,14.66
数据78,78.0,6.232,21.2,14.968
数据79,79.0,5.874,20.3,14.426
数据80,80.0,6.727,28.0,21.273
数据81,81.0,6.619,23.9,17.281
数据82,82.0,6.302,24.8,18.498
数据83,83.0,6.167,22.9,16.733
数据84,84.0,6.389,23.9,17.511
数据85,85.0,6.63,26.6,19.97
数据86,86.0,6.015,22.5,16.485
数据87,87.0,6.121,22.2,16.079
数据88,88.0,7.007,23.6,16.593
数据89,89.0,7.079,28.7,21.621
数据90,90.0,6.417,22.6,16.183
数据91,91.0,6.405,22.0,15.595
数据92,92.0,6.442,22.9,16.458
数据93,93.0,6.211,25.0,18.789
数据94,94.0,6.249,20.6,14.351
数据95,95.0,6.625,28.4,21.775
数据96,96.0,6.163,21.4,15.237
数据97,97.0,8.069,38.7,30.631
数据98,98.0,7.82,43.8,35.98
数据99,99.0,7.416,33.2,25.784
数据100,100.0,6.727,27.5,20.773
数据101,101.0,6.781,26.5,19.719
数据102,102.0,6.405,18.6,12.195
数据103,103.0,6.137,19.3,13.163
数据104,104.0,6.167,20.1,13.933
数据105,105.0,5.851,19.5,13.649
数据106,106.0,5.836,19.5,13.664
数据107,107.0,6.127,20.4,14.273
数据108,108.0,6.474,19.8,13.326
数据109,109.0,6.229,19.4,13.171
数据110,110.0,6.195,21.7,15.505
数据111,111.0,6.715,22.8,16.085
数据112,112.0,5.913,18.8,12.887
数据113,113.0,6.092,18.7,12.608
数据114,114.0,6.254,18.5,12.246
数据115,115.0,5.928,18.3,12.372
数据116,116.0,6.176,21.2,15.024
数据117,117.0,6.021,19.2,13.179
数据118,118.0,5.872,20.4,14.528
数据119,119.0,5.731,19.3,13.569
数据120,120.0,5.87,22.0,16.13
数据121,121.0,6.004,20.3,14.296
数据122,122.0,5.961,20.5,14.539
数据123,123.0,5.856,17.3,11.444
数据124,124.0,5.879,18.8,12.921
数据125,125.0,5.986,21.4,15.414
数据126,126.0,5.613,15.7,10.087
数据127,127.0,5.693,16.2,10.507
数据128,128.0,6.431,18.0,11.569
数据129,129.0,5.637,14.3,8.663
数据130,130.0,6.458,19.2,12.742
数据131,131.0,6.326,19.6,13.274
数据132,132.0,6.372,23.0,16.628
数据133,133.0,5.822,18.4,12.578
数据134,134.0,5.757,15.6,9.843
数据135,135.0,6.335,18.1,11.765
数据136,136.0,5.942,17.4,11.458
数据137,137.0,6.454,17.1,10.646
数据138,138.0,5.857,13.3,7.443
数据139,139.0,6.151,17.8,11.649
数据140,140.0,6.174,14.0,7.826
数据141,141.0,5.019,14.4,9.381
数据142,142.0,6.403,13.4,6.997
数据143,143.0,5.468,15.6,10.132
数据144,144.0,4.903,11.8,6.897
数据145,145.0,6.13,13.8,7.67
数据146,146.0,5.628,15.6,9.972
数据147,147.0,4.926,14.6,9.674
数据148,148.0,5.186,17.8,12.614
数据149,149.0,5.597,15.4,9.803
数据150,150.0,6.122,21.5,15.378
数据151,151.0,5.404,19.6,14.196
数据152,152.0,6.012,15.3,9.288
数据153,153.0,5.709,19.4,13.691
数据154,154.0,7.129,17.0,9.871
数据155,155.0,7.152,15.6,8.448
数据156,156.0,5.272,13.1,7.828
数据157,157.0,6.943,41.3,34.357
数据158,158.0,6.066,24.3,18.234
数据159,159.0,6.51,23.3,16.79
数据160,160.0,7.25,27.0,19.75
数据161,161.0,7.489,50.0,42.511
数据162,162.0,8.802,50.0,41.198
数据163,163.0,9.375,50.0,40.625
数据164,164.0,5.854,22.7,16.846
数据165,165.0,6.101,25.0,18.899
数据166,166.0,7.929,50.0,42.071
数据167,167.0,5.877,23.8,17.923
数据168,168.0,6.319,23.8,17.481
数据169,169.0,6.402,22.3,15.898
数据170,170.0,5.875,17.4,11.525
数据171,171.0,5.88,19.1,13.22
数据172,172.0,5.572,23.1,17.528
数据173,173.0,6.416,23.6,17.184
数据174,174.0,5.859,22.6,16.741
数据175,175.0,6.546,29.4,22.854
数据176,176.0,6.02,23.2,17.18
数据177,177.0,6.315,24.6,18.285
数据178,178.0,6.86,29.9,23.04
数据179,179.0,6.98,37.2,30.22
数据180,180.0,7.765,39.8,32.035
数据181,181.0,6.144,36.2,30.056
数据182,182.0,7.155,37.9,30.745
数据183,183.0,6.563,32.5,25.937
数据184,184.0,5.604,26.4,20.796
数据185,185.0,6.153,29.6,23.447
数据186,186.0,7.831,50.0,42.169
数据187,187.0,6.782,32.0,25.218
数据188,188.0,6.556,29.8,23.244
数据189,189.0,7.185,34.9,27.715
数据190,190.0,6.951,37.0,30.049
数据191,191.0,6.739,30.5,23.761
数据192,192.0,7.178,36.4,29.222
数据193,193.0,6.8,31.1,24.3
数据194,194.0,6.604,29.1,22.496
数据195,195.0,7.875,50.0,42.125
数据196,196.0,7.287,33.3,26.013
数据197,197.0,7.107,30.3,23.193
数据198,198.0,7.274,34.6,27.326
数据199,199.0,6.975,34.9,27.925
数据200,200.0,7.135,32.9,25.765
数据201,201.0,6.162,24.1,17.938
数据202,202.0,7.61,42.3,34.69
数据203,203.0,7.853,48.5,40.647
数据204,204.0,8.034,50.0,41.966
数据205,205.0,5.891,22.6,16.709
数据206,206.0,6.326,24.4,18.074
数据207,207.0,5.783,22.5,16.717
数据208,208.0,7.064,24.4,17.336
数据209,209.0,6.344,20.0,13.656
数据210,210.0,6.96,21.7,14.74
数据211,211.0,6.404,19.3,12.896
数据212,212.0,6.807,22.4,15.593
数据213,213.0,6.375,28.1,21.725
数据214,214.0,5.412,23.7,18.288
数据215,215.0,6.182,25.0,18.818
数据216,216.0,6.888,23.3,16.412
数据217,217.0,6.642,28.7,22.058
数据218,218.0,6.951,21.5,14.549
数据219,219.0,7.373,23.0,15.627
数据220,220.0,7.951,26.7,18.749
数据221,221.0,7.164,21.7,14.536
数据222,222.0,7.879,27.5,19.621
数据223,223.0,6.618,30.1,23.482
数据224,224.0,8.266,44.8,36.534
数据225,225.0,8.725,50.0,41.275
数据226,226.0,8.04,37.6,29.56
数据227,227.0,7.163,31.6,24.437
数据228,228.0,7.686,46.7,39.014
数据229,229.0,6.552,31.5,24.948
数据230,230.0,5.981,24.3,18.319
数据231,231.0,7.412,31.7,24.288
数据232,232.0,8.337,41.7,33.363
数据233,233.0,8.247,48.3,40.053
数据234,234.0,7.726,29.0,21.274
数据235,235.0,6.086,24.0,17.914
数据236,236.0,7.631,25.1,17.469
数据237,237.0,7.358,31.5,24.142
数据238,238.0,6.481,23.7,17.219
数据239,239.0,6.606,23.3,16.694
数据240,240.0,6.897,22.0,15.103
数据241,241.0,6.095,20.1,14.005
数据242,242.0,6.358,22.2,15.842
数据243,243.0,6.393,23.7,17.307
数据244,244.0,5.593,17.6,12.007
数据245,245.0,5.605,18.5,12.895
数据246,246.0,6.108,24.3,18.192
数据247,247.0,6.226,20.5,14.274
数据248,248.0,6.433,24.5,18.067
数据249,249.0,6.718,26.2,19.482
数据250,250.0,6.487,24.4,17.913
数据251,251.0,6.438,24.8,18.362
数据252,252.0,6.957,29.6,22.643
数据253,253.0,8.259,42.8,34.541
数据254,254.0,6.108,21.9,15.792
数据255,255.0,5.876,20.9,15.024
数据256,256.0,7.454,44.0,36.546
数据257,257.0,8.704,50.0,41.296
数据258,258.0,7.333,36.0,28.667
数据259,259.0,6.842,30.1,23.258
数据260,260.0,7.203,33.8,26.597
数据261,261.0,7.52,43.1,35.58
数据262,262.0,8.398,48.8,40.402
数据263,263.0,7.327,31.0,23.673
数据264,264.0,7.206,36.5,29.294
数据265,265.0,5.56,22.8,17.24
数据266,266.0,7.014,30.7,23.686
数据267,267.0,8.297,50.0,41.703
数据268,268.0,7.47,43.5,36.03
数据269,269.0,6.92,20.7,13.78
数据270,270.0,5.856,21.1,15.244
数据271,271.0,6.24,25.2,18.96
数据272,272.0,6.538,24.4,17.862
数据273,273.0,8.691,35.2,26.509
数据274,274.0,7.758,32.4,24.642
数据275,275.0,6.854,32.0,25.146
数据276,276.0,8.267,33.2,24.933
数据277,277.0,7.826,33.1,25.274
数据278,278.0,6.482,29.1,22.618
数据279,279.0,6.812,35.1,28.288
数据280,280.0,7.82,45.4,37.58
数据281,281.0,6.968,35.4,28.432
数据282,282.0,8.645,46.0,37.355
数据283,283.0,8.923,50.0,41.077
数据284,284.0,7.088,32.2,25.112
数据285,285.0,6.453,22.0,15.547
数据286,286.0,6.23,20.1,13.87
数据287,287.0,6.209,23.2,16.991
数据288,288.0,6.315,22.3,15.985
数据289,289.0,6.565,24.8,18.235
数据290,290.0,6.861,28.5,21.639
数据291,291.0,7.148,37.3,30.152
数据292,292.0,6.63,27.9,21.27
数据293,293.0,6.127,23.9,17.773
数据294,294.0,6.009,21.7,15.691
数据295,295.0,6.678,28.6,21.922
数据296,296.0,6.549,27.1,20.551
数据297,297.0,5.79,20.3,14.51
数据298,298.0,6.345,22.5,16.155
数据299,299.0,7.041,29.0,21.959
数据300,300.0,6.871,24.8,17.929
数据301,301.0,6.59,22.0,15.41
数据302,302.0,6.495,26.4,19.905
数据303,303.0,6.982,33.1,26.118
数据304,304.0,7.236,36.1,28.864
数据305,305.0,6.616,28.4,21.784
数据306,306.0,7.42,33.4,25.98
数据307,307.0,6.849,28.2,21.351
数据308,308.0,6.635,22.8,16.165
数据309,309.0,5.972,20.3,14.328
数据310,310.0,4.973,16.1,11.127
数据311,311.0,6.122,22.1,15.978
数据312,312.0,6.023,19.4,13.377
数据313,313.0,6.266,21.6,15.334
数据314,314.0,6.567,23.8,17.233
数据315,315.0,5.705,16.2,10.495
数据316,316.0,5.914,17.8,11.886
数据317,317.0,5.782,19.8,14.018
数据318,318.0,6.382,23.1,16.718
数据319,319.0,6.113,21.0,14.887
数据320,320.0,6.426,23.8,17.374
数据321,321.0,6.376,23.1,16.724
数据322,322.0,6.041,20.4,14.359
数据323,323.0,5.708,18.5,12.792
数据324,324.0,6.415,25.0,18.585
数据325,325.0,6.431,24.6,18.169
数据326,326.0,6.312,23.0,16.688
数据327,327.0,6.083,22.2,16.117
数据328,328.0,5.868,19.3,13.432
数据329,329.0,6.333,22.6,16.267
数据330,330.0,6.144,19.8,13.656
数据331,331.0,5.706,17.1,11.394
数据332,332.0,6.031,19.4,13.369
数据333,333.0,6.316,22.2,15.884
数据334,334.0,6.31,20.7,14.39
数据335,335.0,6.037,21.1,15.063
数据336,336.0,5.869,19.5,13.631
数据337,337.0,5.895,18.5,12.605
数据338,338.0,6.059,20.6,14.541
数据339,339.0,5.985,19.0,13.015
数据340,340.0,5.968,18.7,12.732
数据341,341.0,7.241,32.7,25.459
数据342,342.0,6.54,16.5,9.96
数据343,343.0,6.696,23.9,17.204
数据344,344.0,6.874,31.2,24.326
数据345,345.0,6.014,17.5,11.486
数据346,346.0,5.898,17.2,11.302
数据347,347.0,6.516,23.1,16.584
数据348,348.0,6.635,24.5,17.865
数据349,349.0,6.939,26.6,19.661
数据350,350.0,6.49,22.9,16.41
数据351,351.0,6.579,24.1,17.521
数据352,352.0,5.884,18.6,12.716
数据353,353.0,6.728,30.1,23.372
数据354,354.0,5.663,18.2,12.537
数据355,355.0,5.936,20.6,14.664
数据356,356.0,7.212,17.8,10.588
数据357,357.0,7.395,21.7,14.305
数据358,358.0,7.127,22.7,15.573
数据359,359.0,6.112,22.6,16.488
数据360,360.0,6.398,25.0,18.602
数据361,361.0,6.251,19.9,13.649
数据362,362.0,5.362,20.8,15.438
数据363,363.0,6.803,16.8,9.997
数据364,364.0,9.78,21.9,12.12
数据365,365.0,3.561,27.5,23.939
数据366,366.0,4.963,21.9,16.937
数据367,367.0,3.863,23.1,19.237
数据368,368.0,4.97,50.0,45.03
数据369,369.0,7.683,50.0,42.317
数据370,370.0,8.016,50.0,41.984
数据371,371.0,6.216,50.0,43.784
数据372,372.0,6.875,50.0,43.125
数据373,373.0,4.906,13.8,8.894
数据374,374.0,4.138,13.8,9.662
数据375,375.0,7.313,15.0,7.687
数据376,376.0,6.649,13.9,7.251
数据377,377.0,6.794,13.3,6.506
数据378,378.0,6.38,13.1,6.72
数据379,379.0,6.223,10.2,3.977
数据380,380.0,6.968,10.4,3.432
数据381,381.0,6.545,10.9,4.355
数据382,382.0,5.536,11.3,5.764
数据383,383.0,5.52,12.3,6.78
数据384,384.0,4.368,8.8,4.432
数据385,385.0,5.277,7.2,1.923
数据386,386.0,4.652,10.5,5.848
数据387,387.0,5.0,7.4,2.4
数据388,388.0,4.88,10.2,5.32
数据389,389.0,5.39,11.5,6.11
数据390,390.0,5.713,15.1,9.387
数据391,391.0,6.051,23.2,17.149
数据392,392.0,5.036,9.7,4.664
数据393,393.0,6.193,13.8,7.607
数据394,394.0,5.887,12.7,6.813
数据395,395.0,6.471,13.1,6.629
数据396,396.0,6.405,12.5,6.095
数据397,397.0,5.747,8.5,2.753
数据398,398.0,5.453,5.0,0.453
数据399,399.0,5.852,6.3,0.448
数据400,400.0,5.987,5.6,0.387
数据401,401.0,6.343,7.2,0.857
数据402,402.0,6.404,12.1,5.696
数据403,403.0,5.349,8.3,2.951
数据404,404.0,5.531,8.5,2.969
数据405,405.0,5.683,5.0,0.683
数据406,406.0,4.138,11.9,7.762
数据407,407.0,5.608,27.9,22.292
数据408,408.0,5.617,17.2,11.583
数据409,409.0,6.852,27.5,20.648
数据410,410.0,5.757,15.0,9.243
数据411,411.0,6.657,17.2,10.543
数据412,412.0,4.628,17.9,13.272
数据413,413.0,5.155,16.3,11.145
数据414,414.0,4.519,7.0,2.481
数据415,415.0,6.434,7.2,0.766
数据416,416.0,6.782,7.5,0.718
数据417,417.0,5.304,10.4,5.096
数据418,418.0,5.957,8.8,2.843
数据419,419.0,6.824,8.4,1.576
数据420,420.0,6.411,16.7,10.289
数据421,421.0,6.006,14.2,8.194
数据422,422.0,5.648,20.8,15.152
数据423,423.0,6.103,13.4,7.297
数据424,424.0,5.565,11.7,6.135
数据425,425.0,5.896,8.3,2.404
数据426,426.0,5.837,10.2,4.363
数据427,427.0,6.202,10.9,4.698
数据428,428.0,6.193,11.0,4.807
数据429,429.0,6.38,9.5,3.12
数据430,430.0,6.348,14.5,8.152
数据431,431.0,6.833,14.1,7.267
数据432,432.0,6.425,16.1,9.675
数据433,433.0,6.436,14.3,7.864
数据434,434.0,6.208,11.7,5.492
数据435,435.0,6.629,13.4,6.771
数据436,436.0,6.461,9.6,3.139
数据437,437.0,6.152,8.7,2.548
数据438,438.0,5.935,8.4,2.465
数据439,439.0,5.627,12.8,7.173
数据440,440.0,5.818,10.5,4.682
数据441,441.0,6.406,17.1,10.694
数据442,442.0,6.219,18.4,12.181
数据443,443.0,6.485,15.4,8.915
数据444,444.0,5.854,10.8,4.946
数据445,445.0,6.459,11.8,5.341
数据446,446.0,6.341,14.9,8.559
数据447,447.0,6.251,12.6,6.349
数据448,448.0,6.185,14.1,7.915
数据449,449.0,6.417,13.0,6.583
数据450,450.0,6.749,13.4,6.651
数据451,451.0,6.655,15.2,8.545
数据452,452.0,6.297,16.1,9.803
数据453,453.0,7.393,17.8,10.407
数据454,454.0,6.728,14.9,8.172
数据455,455.0,6.525,14.1,7.575
数据456,456.0,5.976,12.7,6.724
数据457,457.0,5.936,13.5,7.564
数据458,458.0,6.301,14.9,8.599
数据459,459.0,6.081,20.0,13.919
数据460,460.0,6.701,16.4,9.699
数据461,461.0,6.376,17.7,11.324
数据462,462.0,6.317,19.5,13.183
数据463,463.0,6.513,20.2,13.687
数据464,464.0,6.209,21.4,15.191
数据465,465.0,5.759,19.9,14.141
数据466,466.0,5.952,19.0,13.048
数据467,467.0,6.003,19.1,13.097
数据468,468.0,5.926,19.1,13.174
数据469,469.0,5.713,20.1,14.387
数据470,470.0,6.167,19.9,13.733
数据471,471.0,6.229,19.6,13.371
数据472,472.0,6.437,23.2,16.763
数据473,473.0,6.98,29.8,22.82
数据474,474.0,5.427,13.8,8.373
数据475,475.0,6.162,13.3,7.138
数据476,476.0,6.484,16.7,10.216
数据477,477.0,5.304,12.0,6.696
数据478,478.0,6.185,14.6,8.415
数据479,479.0,6.229,21.4,15.171
数据480,480.0,6.242,23.0,16.758
数据481,481.0,6.75,23.7,16.95
数据482,482.0,7.061,25.0,17.939
数据483,483.0,5.762,21.8,16.038
数据484,484.0,5.871,20.6,14.729
数据485,485.0,6.312,21.2,14.888
数据486,486.0,6.114,19.1,12.986
数据487,487.0,5.905,20.6,14.695
数据488,488.0,5.454,15.2,9.746
数据489,489.0,5.414,7.0,1.586
数据490,490.0,5.093,8.1,3.007
数据491,491.0,5.983,13.6,7.617
数据492,492.0,5.983,20.1,14.117
数据493,493.0,5.707,21.8,16.093
数据494,494.0,5.926,24.5,18.574
数据495,495.0,5.67,23.1,17.43
数据496,496.0,5.39,19.7,14.31
数据497,497.0,5.794,18.3,12.506
数据498,498.0,6.019,21.2,15.181
数据499,499.0,5.569,17.5,11.931
数据500,500.0,6.027,16.8,10.773
数据501,501.0,6.593,22.4,15.807
数据502,502.0,6.12,20.6,14.48
数据503,503.0,6.976,23.9,16.924
数据504,504.0,6.794,22.0,15.206
数据505,505.0,6.03,11.9,5.87
