,编号,预测值,实际值,偏差
数据74,74.0,24.822,24.1,0.722
数据75,75.0,24.822,21.4,3.422
数据76,76.0,21.839,20.0,1.839
数据77,77.0,21.839,20.8,1.039
数据78,78.0,20.273,21.2,0.927
数据79,79.0,24.822,20.3,4.522
数据80,80.0,28.339,28.0,0.339
数据81,81.0,28.339,23.9,4.439
数据82,82.0,24.497,24.8,0.303
数据83,83.0,24.497,22.9,1.597
数据84,84.0,21.515,23.9,2.385
数据85,85.0,28.339,26.6,1.739
数据86,86.0,21.515,22.5,0.985
数据87,87.0,23.057,22.2,0.857
数据88,88.0,28.339,23.6,4.739
数据89,89.0,28.339,28.7,0.361
数据90,90.0,24.751,22.6,2.151
数据91,91.0,24.751,22.0,2.751
数据92,92.0,24.822,22.9,1.922
数据93,93.0,24.822,25.0,0.178
数据94,94.0,23.279,20.6,2.679
数据95,95.0,28.339,28.4,0.061
数据96,96.0,21.515,21.4,0.115
数据97,97.0,33.984,38.7,4.716
数据98,98.0,39.119,43.8,4.681
数据99,99.0,28.339,33.2,4.861
数据100,100.0,25.803,27.5,1.697
数据101,101.0,25.803,26.5,0.697
数据102,102.0,22.113,18.6,3.513
数据103,103.0,20.206,19.3,0.906
数据104,104.0,20.206,20.1,0.106
数据105,105.0,18.416,19.5,1.084
数据106,106.0,18.416,19.5,1.084
数据107,107.0,20.206,20.4,0.194
数据108,108.0,22.113,19.8,2.313
数据109,109.0,18.118,19.4,1.282
数据110,110.0,20.206,21.7,1.494
数据111,111.0,23.663,22.8,0.863
数据112,112.0,19.224,18.8,0.424
数据113,113.0,20.466,18.7,1.766
数据114,114.0,21.515,18.5,3.015
数据115,115.0,19.224,18.3,0.924
数据116,116.0,21.515,21.2,0.315
数据117,117.0,21.839,19.2,2.639
数据118,118.0,19.224,20.4,1.176
数据119,119.0,20.273,19.3,0.973
数据120,120.0,20.273,22.0,1.727
数据121,121.0,18.964,20.3,1.336
数据122,122.0,17.915,20.5,2.585
数据123,123.0,18.26,17.3,0.96
数据124,124.0,17.915,18.8,0.885
数据125,125.0,17.915,21.4,3.485
数据126,126.0,18.26,15.7,2.56
数据127,127.0,16.877,16.2,0.677
数据128,128.0,16.877,18.0,1.123
数据129,129.0,16.877,14.3,2.577
数据130,130.0,18.964,19.2,0.236
数据131,131.0,22.437,19.6,2.837
数据132,132.0,22.437,23.0,0.563
数据133,133.0,16.877,18.4,1.523
数据134,134.0,16.877,15.6,1.277
数据135,135.0,16.877,18.1,1.223
数据136,136.0,16.877,17.4,0.523
数据137,137.0,16.877,17.1,0.223
数据138,138.0,16.877,13.3,3.577
数据139,139.0,16.877,17.8,0.923
数据140,140.0,16.877,14.0,2.877
数据141,141.0,15.824,14.4,1.424
数据142,142.0,17.583,13.4,4.183
数据143,143.0,16.493,15.6,0.893
数据144,144.0,15.44,11.8,3.64
数据145,145.0,16.493,13.8,2.693
数据146,146.0,19.176,15.6,3.576
数据147,147.0,15.44,14.6,0.84
数据148,148.0,16.493,17.8,1.307
数据149,149.0,16.493,15.4,1.093
数据150,150.0,20.225,21.5,1.275
数据151,151.0,20.225,19.6,0.625
数据152,152.0,20.738,15.3,5.438
数据153,153.0,19.176,19.4,0.224
数据154,154.0,19.176,17.0,2.176
数据155,155.0,19.176,15.6,3.576
数据156,156.0,19.176,13.1,6.076
数据157,157.0,32.507,41.3,8.793
数据158,158.0,26.56,24.3,2.26
数据159,159.0,26.512,23.3,3.212
数据160,160.0,25.308,27.0,1.692
数据161,161.0,42.927,50.0,7.073
数据162,162.0,43.248,50.0,6.752
数据163,163.0,43.248,50.0,6.752
数据164,164.0,21.839,22.7,0.861
数据165,165.0,21.839,25.0,3.161
数据166,166.0,46.426,50.0,3.574
数据167,167.0,21.839,23.8,1.961
数据168,168.0,21.839,23.8,1.961
数据169,169.0,21.839,22.3,0.461
数据170,170.0,20.273,17.4,2.873
数据171,171.0,21.839,19.1,2.739
数据172,172.0,20.966,23.1,2.134
数据173,173.0,24.751,23.6,1.151
数据174,174.0,21.515,22.6,1.085
数据175,175.0,28.117,29.4,1.283
数据176,176.0,21.515,23.2,1.685
数据177,177.0,24.497,24.6,0.103
数据178,178.0,28.339,29.9,1.561
数据179,179.0,28.339,37.2,8.861
数据180,180.0,32.058,39.8,7.742
数据181,181.0,23.057,36.2,13.143
数据182,182.0,30.264,37.9,7.636
数据183,183.0,26.191,32.5,6.309
数据184,184.0,21.515,26.4,4.885
数据185,185.0,21.515,29.6,8.085
数据186,186.0,33.984,50.0,16.016
数据187,187.0,28.339,32.0,3.661
数据188,188.0,28.621,29.8,1.179
数据189,189.0,30.264,34.9,4.636
数据190,190.0,30.264,37.0,6.736
数据191,191.0,30.769,30.5,0.269
数据192,192.0,32.37,36.4,4.03
数据193,193.0,28.339,31.1,2.761
数据194,194.0,26.191,29.1,2.909
数据195,195.0,41.912,50.0,8.088
数据196,196.0,30.264,33.3,3.036
数据197,197.0,28.339,30.3,1.961
数据198,198.0,28.339,34.6,6.261
数据199,199.0,30.264,34.9,4.636
数据200,200.0,30.264,32.9,2.636
数据201,201.0,26.191,24.1,2.091
数据202,202.0,40.752,42.3,1.548
数据203,203.0,38.497,48.5,10.003
数据204,204.0,41.912,50.0,8.088
数据205,205.0,21.839,22.6,0.761
数据206,206.0,21.515,24.4,2.885
数据207,207.0,19.224,22.5,3.276
数据208,208.0,19.224,24.4,5.176
数据209,209.0,19.224,20.0,0.776
数据210,210.0,19.224,21.7,2.476
数据211,211.0,19.224,19.3,0.076
数据212,212.0,19.224,22.4,3.176
数据213,213.0,24.497,28.1,3.603
数据214,214.0,18.135,23.7,5.565
数据215,215.0,21.515,25.0,3.485
数据216,216.0,20.273,23.3,3.027
数据217,217.0,23.663,28.7,5.037
数据218,218.0,19.224,21.5,2.276
数据219,219.0,21.839,23.0,1.161
数据220,220.0,25.356,26.7,1.344
数据221,221.0,20.966,21.7,0.734
数据222,222.0,25.356,27.5,2.144
数据223,223.0,28.339,30.1,1.761
数据224,224.0,37.837,44.8,6.963
数据225,225.0,38.497,50.0,11.503
数据226,226.0,40.28,37.6,2.68
数据227,227.0,28.339,31.6,3.261
数据228,228.0,38.092,46.7,8.608
数据229,229.0,32.37,31.5,0.87
数据230,230.0,21.515,24.3,2.785
数据231,231.0,30.769,31.7,0.931
数据232,232.0,40.28,41.7,1.42
数据233,233.0,40.28,48.3,8.02
数据234,234.0,26.899,29.0,2.101
数据235,235.0,21.515,24.0,2.485
数据236,236.0,25.356,25.1,0.256
数据237,237.0,31.929,31.5,0.429
数据238,238.0,26.191,23.7,2.491
数据239,239.0,26.191,23.3,2.891
数据240,240.0,26.796,22.0,4.796
数据241,241.0,22.954,20.1,2.854
数据242,242.0,22.954,22.2,0.754
数据243,243.0,28.621,23.7,4.921
数据244,244.0,21.713,17.6,4.113
数据245,245.0,19.224,18.5,0.724
数据246,246.0,24.497,24.3,0.197
数据247,247.0,22.954,20.5,2.454
数据248,248.0,22.954,24.5,1.546
数据249,249.0,28.339,26.2,2.139
数据250,250.0,26.423,24.4,2.023
数据251,251.0,32.37,24.8,7.57
数据252,252.0,32.37,29.6,2.77
数据253,253.0,40.94,42.8,1.86
数据254,254.0,24.497,21.9,2.597
数据255,255.0,24.497,20.9,3.597
数据256,256.0,32.37,44.0,11.63
数据257,257.0,33.526,50.0,16.474
数据258,258.0,27.881,36.0,8.119
数据259,259.0,27.881,30.1,2.219
数据260,260.0,26.338,33.8,7.462
数据261,261.0,27.881,43.1,15.219
数据262,262.0,31.6,48.8,17.2
数据263,263.0,26.338,31.0,4.662
数据264,264.0,27.881,36.5,8.619
数据265,265.0,24.644,22.8,1.844
数据266,266.0,24.562,30.7,6.138
数据267,267.0,32.058,50.0,17.942
数据268,268.0,32.37,43.5,11.13
数据269,269.0,22.954,20.7,2.254
数据270,270.0,22.954,21.1,1.854
数据271,271.0,24.497,25.2,0.703
数据272,272.0,24.497,24.4,0.097
数据273,273.0,32.058,35.2,3.142
数据274,274.0,32.37,32.4,0.03
数据275,275.0,32.37,32.0,0.37
数据276,276.0,28.339,33.2,4.861
数据277,277.0,30.769,33.1,2.331
数据278,278.0,24.497,29.1,4.603
数据279,279.0,30.769,35.1,4.331
数据280,280.0,40.94,45.4,4.46
数据281,281.0,30.769,35.4,4.631
数据282,282.0,40.28,46.0,5.72
数据283,283.0,37.399,50.0,12.601
数据284,284.0,28.339,32.2,3.861
数据285,285.0,26.191,22.0,4.191
数据286,286.0,24.648,20.1,4.548
数据287,287.0,24.497,23.2,1.297
数据288,288.0,24.497,22.3,2.197
数据289,289.0,26.191,24.8,1.391
数据290,290.0,32.37,28.5,3.87
数据291,291.0,32.37,37.3,4.93
数据292,292.0,30.264,27.9,2.364
数据293,293.0,24.822,23.9,0.922
数据294,294.0,21.839,21.7,0.139
数据295,295.0,26.645,28.6,1.955
数据296,296.0,24.497,27.1,2.603
数据297,297.0,19.224,20.3,1.076
数据298,298.0,28.621,22.5,6.121
数据299,299.0,30.769,29.0,1.769
数据300,300.0,28.339,24.8,3.539
数据301,301.0,26.191,22.0,4.191
数据302,302.0,24.497,26.4,1.903
数据303,303.0,31.929,33.1,1.171
数据304,304.0,28.339,36.1,7.761
数据305,305.0,26.191,28.4,2.209
数据306,306.0,28.339,33.4,5.061
数据307,307.0,28.339,28.2,0.139
数据308,308.0,30.769,22.8,7.969
数据309,309.0,21.839,20.3,1.539
数据310,310.0,19.22,16.1,3.12
数据311,311.0,24.497,22.1,2.397
数据312,312.0,21.839,19.4,2.439
数据313,313.0,24.497,21.6,2.897
数据314,314.0,23.057,23.8,0.743
数据315,315.0,21.839,16.2,5.639
数据316,316.0,19.224,17.8,1.424
数据317,317.0,19.224,19.8,0.576
数据318,318.0,21.515,23.1,1.585
数据319,319.0,21.515,21.0,0.515
数据320,320.0,24.497,23.8,0.697
数据321,321.0,24.497,23.1,1.397
数据322,322.0,24.497,20.4,4.097
数据323,323.0,21.839,18.5,3.339
数据324,324.0,24.497,25.0,0.503
数据325,325.0,26.423,24.6,1.823
数据326,326.0,24.497,23.0,1.497
数据327,327.0,21.515,22.2,0.685
数据328,328.0,21.515,19.3,2.215
数据329,329.0,26.191,22.6,3.591
数据330,330.0,24.497,19.8,4.697
数据331,331.0,22.954,17.1,5.854
数据332,332.0,24.497,19.4,5.097
数据333,333.0,24.497,22.2,2.297
数据334,334.0,24.497,20.7,3.797
数据335,335.0,24.497,21.1,3.397
数据336,336.0,21.515,19.5,2.015
数据337,337.0,21.515,18.5,3.015
数据338,338.0,24.497,20.6,3.897
数据339,339.0,21.515,19.0,2.515
数据340,340.0,23.057,18.7,4.357
数据341,341.0,28.339,32.7,4.361
数据342,342.0,24.751,16.5,8.251
数据343,343.0,28.339,23.9,4.439
数据344,344.0,30.769,31.2,0.431
数据345,345.0,21.515,17.5,4.015
数据346,346.0,21.515,17.2,4.315
数据347,347.0,26.191,23.1,3.091
数据348,348.0,28.339,24.5,3.839
数据349,349.0,28.339,26.6,1.739
数据350,350.0,26.191,22.9,3.291
数据351,351.0,26.191,24.1,2.091
数据352,352.0,24.497,18.6,5.897
数据353,353.0,30.769,30.1,0.669
数据354,354.0,24.497,18.2,6.297
数据355,355.0,24.497,20.6,3.897
数据356,356.0,16.274,17.8,1.526
数据357,357.0,18.916,21.7,2.784
数据358,358.0,22.267,22.7,0.433
数据359,359.0,20.701,22.6,1.899
数据360,360.0,24.174,25.0,0.826
数据361,361.0,20.701,19.9,0.801
数据362,362.0,24.174,20.8,3.374
数据363,363.0,20.701,16.8,3.901
数据364,364.0,25.543,21.9,3.643
数据365,365.0,24.174,27.5,3.326
数据366,366.0,20.701,21.9,1.199
数据367,367.0,20.701,23.1,2.399
数据368,368.0,35.143,50.0,14.857
数据369,369.0,34.9,50.0,15.1
数据370,370.0,34.576,50.0,15.424
数据371,371.0,24.174,50.0,25.826
数据372,372.0,24.174,50.0,25.826
数据373,373.0,13.52,13.8,0.28
数据374,374.0,13.52,13.8,0.28
数据375,375.0,19.487,15.0,4.487
数据376,376.0,13.52,13.9,0.38
数据377,377.0,13.52,13.3,0.22
数据378,378.0,13.52,13.1,0.42
数据379,379.0,13.52,10.2,3.32
数据380,380.0,15.807,10.4,5.407
数据381,381.0,13.52,10.9,2.62
数据382,382.0,13.52,11.3,2.22
数据383,383.0,13.52,12.3,1.22
数据384,384.0,13.52,8.8,4.72
数据385,385.0,13.52,7.2,6.32
数据386,386.0,13.52,10.5,3.02
数据387,387.0,13.52,7.4,6.12
数据388,388.0,13.52,10.2,3.32
数据389,389.0,13.52,11.5,2.02
数据390,390.0,14.565,15.1,0.535
数据391,391.0,14.565,23.2,8.635
数据392,392.0,13.52,9.7,3.82
数据393,393.0,18.245,13.8,4.445
数据394,394.0,14.565,12.7,1.865
数据395,395.0,14.565,13.1,1.465
数据396,396.0,14.565,12.5,2.065
数据397,397.0,14.565,8.5,6.065
数据398,398.0,13.52,5.0,8.52
数据399,399.0,14.565,6.3,8.265
数据400,400.0,13.52,5.6,7.92
数据401,401.0,13.52,7.2,6.32
数据402,402.0,13.52,12.1,1.42
数据403,403.0,14.565,8.3,6.265
数据404,404.0,13.52,8.5,5.02
数据405,405.0,13.52,5.0,8.52
数据406,406.0,13.52,11.9,1.62
数据407,407.0,20.153,27.9,7.747
数据408,408.0,13.52,17.2,3.68
数据409,409.0,13.52,27.5,13.98
数据410,410.0,21.719,15.0,6.719
数据411,411.0,15.114,17.2,2.086
数据412,412.0,13.52,17.9,4.38
数据413,413.0,13.52,16.3,2.78
数据414,414.0,13.52,7.0,6.52
数据415,415.0,13.52,7.2,6.32
数据416,416.0,13.52,7.5,6.02
数据417,417.0,13.52,10.4,3.12
数据418,418.0,15.114,8.8,6.314
数据419,419.0,16.158,8.4,7.758
数据420,420.0,18.245,16.7,1.545
数据421,421.0,18.245,14.2,4.045
数据422,422.0,18.245,20.8,2.555
数据423,423.0,16.158,13.4,2.758
数据424,424.0,16.158,11.7,4.458
数据425,425.0,15.114,8.3,6.814
数据426,426.0,18.245,10.2,8.045
数据427,427.0,18.245,10.9,7.345
数据428,428.0,16.158,11.0,5.158
数据429,429.0,13.52,9.5,4.02
数据430,430.0,16.158,14.5,1.658
数据431,431.0,16.158,14.1,2.058
数据432,432.0,19.811,16.1,3.711
数据433,433.0,16.158,14.3,1.858
数据434,434.0,18.245,11.7,6.545
数据435,435.0,13.52,13.4,0.12
数据436,436.0,16.158,9.6,6.558
数据437,437.0,13.52,8.7,4.82
数据438,438.0,13.52,8.4,5.12
数据439,439.0,13.52,12.8,0.72
数据440,440.0,13.52,10.5,3.02
数据441,441.0,14.565,17.1,2.535
数据442,442.0,14.565,18.4,3.835
数据443,443.0,14.565,15.4,0.835
数据444,444.0,13.52,10.8,2.72
数据445,445.0,13.52,11.8,1.72
数据446,446.0,14.565,14.9,0.335
数据447,447.0,14.565,12.6,1.965
数据448,448.0,14.565,14.1,0.465
数据449,449.0,14.565,13.0,1.565
数据450,450.0,16.158,13.4,2.758
数据451,451.0,14.565,15.2,0.635
数据452,452.0,14.565,16.1,1.535
数据453,453.0,15.807,17.8,1.993
数据454,454.0,16.158,14.9,1.258
数据455,455.0,16.158,14.1,2.058
数据456,456.0,16.158,12.7,3.458
数据457,457.0,16.158,13.5,2.658
数据458,458.0,16.158,14.9,1.258
数据459,459.0,18.245,20.0,1.755
数据460,460.0,16.158,16.4,0.242
数据461,461.0,18.245,17.7,0.545
数据462,462.0,18.245,19.5,1.255
数据463,463.0,21.719,20.2,1.519
数据464,464.0,18.245,21.4,3.155
数据465,465.0,18.245,19.9,1.655
数据466,466.0,16.158,19.0,2.842
数据467,467.0,15.114,19.1,3.986
数据468,468.0,14.565,19.1,4.535
数据469,469.0,18.245,20.1,1.855
数据470,470.0,14.565,19.9,5.335
数据471,471.0,18.245,19.6,1.355
数据472,472.0,18.245,23.2,4.955
数据473,473.0,19.487,29.8,10.313
数据474,474.0,14.565,13.8,0.765
数据475,475.0,13.52,13.3,0.22
数据476,476.0,14.565,16.7,2.135
数据477,477.0,13.52,12.0,1.52
数据478,478.0,14.565,14.6,0.035
数据479,479.0,18.245,21.4,3.155
数据480,480.0,21.121,23.0,1.879
数据481,481.0,22.56,23.7,1.14
数据482,482.0,22.236,25.0,2.764
数据483,483.0,21.121,21.8,0.679
数据484,484.0,19.555,20.6,1.045
数据485,485.0,21.121,21.2,0.079
数据486,486.0,19.555,19.1,0.455
数据487,487.0,21.719,20.6,1.119
数据488,488.0,15.235,15.2,0.035
数据489,489.0,15.235,7.0,8.235
数据490,490.0,15.235,8.1,7.135
数据491,491.0,15.235,13.6,1.635
数据492,492.0,18.916,20.1,1.184
数据493,493.0,21.791,21.8,0.009
数据494,494.0,20.225,24.5,4.275
数据495,495.0,17.583,23.1,5.517
数据496,496.0,16.493,19.7,3.207
数据497,497.0,20.225,18.3,1.925
数据498,498.0,21.466,21.2,0.266
数据499,499.0,19.176,17.5,1.676
数据500,500.0,21.466,16.8,4.666
数据501,501.0,22.064,22.4,0.336
数据502,502.0,23.931,20.6,3.331
数据503,503.0,23.607,23.9,0.293
数据504,504.0,23.607,22.0,1.607
数据505,505.0,23.931,11.9,12.031
