,编号,预测值,实际值,偏差
数据300,300.0,8.246,24.8,16.554
数据301,301.0,9.796,22.0,12.204
数据302,302.0,20.848,26.4,5.552
数据303,303.0,22.058,33.1,11.042
数据304,304.0,9.579,36.1,26.521
数据305,305.0,6.77,28.4,21.63
数据306,306.0,5.52,33.4,27.88
数据307,307.0,5.646,28.2,22.554
数据308,308.0,4.811,22.8,17.989
数据309,309.0,5.166,20.3,15.134
数据310,310.0,9.271,16.1,6.829
数据311,311.0,7.517,22.1,14.583
数据312,312.0,4.384,19.4,15.016
数据313,313.0,4.751,21.6,16.849
数据314,314.0,4.533,23.8,19.267
数据315,315.0,5.102,16.2,11.098
数据316,316.0,4.696,17.8,13.104
数据317,317.0,5.536,19.8,14.264
数据318,318.0,5.881,23.1,17.219
数据319,319.0,6.739,21.0,14.261
数据320,320.0,7.589,23.8,16.211
数据321,321.0,7.309,23.1,15.791
数据322,322.0,7.954,20.4,12.446
数据323,323.0,5.264,18.5,13.236
数据324,324.0,9.898,25.0,15.102
数据325,325.0,26.781,24.6,2.181
数据326,326.0,13.734,23.0,9.266
数据327,327.0,9.082,22.2,13.118
数据328,328.0,14.823,19.3,4.477
数据329,329.0,21.815,22.6,0.785
数据330,330.0,11.446,19.8,8.354
数据331,331.0,13.874,17.1,3.226
数据332,332.0,15.547,19.4,3.853
数据333,333.0,10.229,22.2,11.971
数据334,334.0,10.114,20.7,10.586
数据335,335.0,11.504,21.1,9.596
数据336,336.0,8.572,19.5,10.928
数据337,337.0,6.624,18.5,11.876
数据338,338.0,10.62,20.6,9.98
数据339,339.0,8.742,19.0,10.258
数据340,340.0,6.785,18.7,11.915
数据341,341.0,8.007,32.7,24.693
数据342,342.0,6.532,16.5,9.968
数据343,343.0,7.037,23.9,16.863
数据344,344.0,13.807,31.2,17.393
数据345,345.0,7.951,17.5,9.549
数据346,346.0,6.972,17.2,10.228
数据347,347.0,14.167,23.1,8.933
数据348,348.0,13.163,24.5,11.337
数据349,349.0,11.3,26.6,15.3
数据350,350.0,8.939,22.9,13.961
数据351,351.0,10.328,24.1,13.772
数据352,352.0,21.207,18.6,2.607
数据353,353.0,10.65,30.1,19.45
数据354,354.0,17.479,18.2,0.721
数据355,355.0,19.284,20.6,1.316
数据356,356.0,4.878,17.8,12.922
数据357,357.0,5.3,21.7,16.4
数据358,358.0,5.741,22.7,16.959
数据359,359.0,4.806,22.6,17.794
数据360,360.0,4.256,25.0,20.744
数据361,361.0,3.849,19.9,16.051
数据362,362.0,3.958,20.8,16.842
数据363,363.0,4.967,16.8,11.833
数据364,364.0,5.277,21.9,16.623
数据365,365.0,4.035,27.5,23.465
数据366,366.0,3.458,21.9,18.442
数据367,367.0,1.314,23.1,21.786
数据368,368.0,3.755,50.0,46.245
数据369,369.0,4.877,50.0,45.123
数据370,370.0,5.021,50.0,44.979
数据371,371.0,3.661,50.0,46.339
数据372,372.0,4.883,50.0,45.117
数据373,373.0,3.969,13.8,9.831
数据374,374.0,3.969,13.8,9.831
数据375,375.0,4.054,15.0,10.946
数据376,376.0,3.891,13.9,10.009
数据377,377.0,4.017,13.3,9.283
数据378,378.0,4.126,13.1,8.974
数据379,379.0,3.937,10.2,6.263
数据380,380.0,4.319,10.4,6.081
数据381,381.0,4.005,10.9,6.895
数据382,382.0,3.969,11.3,7.331
数据383,383.0,3.969,12.3,8.331
数据384,384.0,3.134,8.8,5.666
数据385,385.0,4.046,7.2,3.154
数据386,386.0,3.969,10.5,6.531
数据387,387.0,4.435,7.4,2.965
数据388,388.0,3.729,10.2,6.471
数据389,389.0,4.013,11.5,7.487
数据390,390.0,4.066,15.1,11.034
数据391,391.0,4.586,23.2,18.614
数据392,392.0,4.092,9.7,5.608
数据393,393.0,4.286,13.8,9.514
数据394,394.0,4.191,12.7,8.509
数据395,395.0,3.967,13.1,9.133
数据396,396.0,4.134,12.5,8.366
数据397,397.0,3.975,8.5,4.525
数据398,398.0,3.969,5.0,1.031
数据399,399.0,4.347,6.3,1.953
数据400,400.0,3.969,5.6,1.631
数据401,401.0,3.969,7.2,3.231
数据402,402.0,3.761,12.1,8.339
数据403,403.0,4.134,8.3,4.166
数据404,404.0,3.858,8.5,4.642
数据405,405.0,3.85,5.0,1.15
数据406,406.0,3.702,11.9,8.198
数据407,407.0,3.321,27.9,24.579
数据408,408.0,3.214,17.2,13.986
数据409,409.0,1.794,27.5,25.706
数据410,410.0,0.026,15.0,14.974
数据411,411.0,0.35,17.2,16.85
数据412,412.0,0.288,17.9,17.612
数据413,413.0,2.11,16.3,14.19
数据414,414.0,0.883,7.0,6.117
数据415,415.0,0.272,7.2,6.928
数据416,416.0,0.238,7.5,7.262
数据417,417.0,1.429,10.4,8.971
数据418,418.0,0.164,8.8,8.636
数据419,419.0,0.633,8.4,7.767
数据420,420.0,3.188,16.7,13.512
数据421,421.0,3.358,14.2,10.842
数据422,422.0,3.328,20.8,17.472
数据423,423.0,0.03,13.4,13.37
数据424,424.0,0.052,11.7,11.648
数据425,425.0,0.081,8.3,8.219
数据426,426.0,0.413,10.2,9.787
数据427,427.0,0.239,10.9,10.661
数据428,428.0,1.239,11.0,9.761
数据429,429.0,0.635,9.5,8.865
数据430,430.0,0.969,14.5,13.531
数据431,431.0,0.862,14.1,13.238
数据432,432.0,1.309,16.1,14.791
数据433,433.0,1.14,14.3,13.16
数据434,434.0,1.059,11.7,10.641
数据435,435.0,1.161,13.4,12.239
数据436,436.0,0.295,9.6,9.305
数据437,437.0,0.093,8.7,8.607
数据438,438.0,0.784,8.4,7.616
数据439,439.0,4.227,12.8,8.573
数据440,440.0,4.236,10.5,6.264
数据441,441.0,3.971,17.1,13.129
数据442,442.0,3.957,18.4,14.443
数据443,443.0,3.867,15.4,11.533
数据444,444.0,2.49,10.8,8.31
数据445,445.0,0.454,11.8,11.346
数据446,446.0,3.299,14.9,11.601
数据447,447.0,4.022,12.6,8.578
数据448,448.0,4.021,14.1,10.079
数据449,449.0,3.095,13.0,9.905
数据450,450.0,0.003,13.4,13.397
数据451,451.0,3.618,15.2,11.582
数据452,452.0,4.195,16.1,11.905
数据453,453.0,3.785,17.8,14.015
数据454,454.0,0.071,14.9,14.829
数据455,455.0,0.589,14.1,13.511
数据456,456.0,0.119,12.7,12.581
数据457,457.0,0.044,13.5,13.456
数据458,458.0,3.252,14.9,11.648
数据459,459.0,4.703,20.0,15.297
数据460,460.0,2.836,16.4,13.564
数据461,461.0,4.428,17.7,13.272
数据462,462.0,4.782,19.5,14.718
数据463,463.0,4.381,20.2,15.819
数据464,464.0,6.069,21.4,15.331
数据465,465.0,6.938,19.9,12.962
数据466,466.0,0.26,19.0,18.74
数据467,467.0,3.506,19.1,15.594
数据468,468.0,5.194,19.1,13.906
数据469,469.0,7.0,20.1,13.1
数据470,470.0,4.725,19.9,15.175
数据471,471.0,4.359,19.6,15.241
数据472,472.0,5.245,23.2,17.955
数据473,473.0,5.543,29.8,24.257
数据474,474.0,3.696,13.8,10.104
数据475,475.0,3.108,13.3,10.192
数据476,476.0,4.233,16.7,12.467
数据477,477.0,3.592,12.0,8.408
数据478,478.0,3.927,14.6,10.673
数据479,479.0,4.356,21.4,17.044
数据480,480.0,6.134,23.0,16.866
数据481,481.0,5.248,23.7,18.452
数据482,482.0,5.134,25.0,19.866
数据483,483.0,9.75,21.8,12.05
数据484,484.0,8.848,20.6,11.752
数据485,485.0,7.488,21.2,13.712
数据486,486.0,4.921,19.1,14.179
数据487,487.0,7.297,20.6,13.303
数据488,488.0,4.262,15.2,10.938
数据489,489.0,3.5,7.0,3.5
数据490,490.0,3.249,8.1,4.851
数据491,491.0,3.948,13.6,9.652
数据492,492.0,4.753,20.1,15.347
数据493,493.0,7.35,21.8,14.45
数据494,494.0,9.317,24.5,15.183
数据495,495.0,13.656,23.1,9.444
数据496,496.0,5.444,19.7,14.256
数据497,497.0,5.622,18.3,12.678
数据498,498.0,6.078,21.2,15.122
数据499,499.0,5.385,17.5,12.115
数据500,500.0,4.98,16.8,11.82
数据501,501.0,5.673,22.4,16.727
数据502,502.0,5.175,20.6,15.425
数据503,503.0,4.362,23.9,19.538
数据504,504.0,4.406,22.0,17.594
数据505,505.0,4.912,11.9,6.988
