,编号,预测值,实际值,偏差
数据291,291.0,28.973,37.3,8.327
数据292,292.0,26.404,27.9,1.496
数据293,293.0,24.131,23.9,0.231
数据294,294.0,23.349,21.7,1.649
数据295,295.0,28.389,28.6,0.211
数据296,296.0,27.082,27.1,0.018
数据297,297.0,19.194,20.3,1.106
数据298,298.0,26.526,22.5,4.026
数据299,299.0,32.423,29.0,3.423
数据300,300.0,29.32,24.8,4.52
数据301,301.0,26.486,22.0,4.486
数据302,302.0,26.65,26.4,0.25
数据303,303.0,32.966,33.1,0.134
数据304,304.0,31.099,36.1,5.001
数据305,305.0,26.254,28.4,2.146
数据306,306.0,32.905,33.4,0.495
数据307,307.0,28.421,28.2,0.221
数据308,308.0,28.999,22.8,6.199
数据309,309.0,23.026,20.3,2.726
数据310,310.0,18.738,16.1,2.638
数据311,311.0,26.301,22.1,4.201
数据312,312.0,21.842,19.4,2.442
数据313,313.0,24.939,21.6,3.339
数据314,314.0,25.642,23.8,1.842
数据315,315.0,20.912,16.2,4.712
数据316,316.0,16.817,17.8,0.983
数据317,317.0,18.25,19.8,1.55
数据318,318.0,23.254,23.1,0.154
数据319,319.0,21.414,21.0,0.414
数据320,320.0,25.225,23.8,1.425
数据321,321.0,25.264,23.1,2.164
数据322,322.0,23.914,20.4,3.514
数据323,323.0,19.783,18.5,1.283
数据324,324.0,25.857,25.0,0.857
数据325,325.0,26.271,24.6,1.671
数据326,326.0,25.19,23.0,2.19
数据327,327.0,20.199,22.2,2.001
数据328,328.0,23.614,19.3,4.314
数据329,329.0,25.909,22.6,3.309
数据330,330.0,23.668,19.8,3.868
数据331,331.0,20.79,17.1,3.69
数据332,332.0,24.365,19.4,4.965
数据333,333.0,24.885,22.2,2.685
数据334,334.0,24.153,20.7,3.453
数据335,335.0,23.02,21.1,1.92
数据336,336.0,21.374,19.5,1.874
数据337,337.0,20.661,18.5,2.161
数据338,338.0,23.05,20.6,2.45
数据339,339.0,21.867,19.0,2.867
数据340,340.0,22.117,18.7,3.417
数据341,341.0,33.911,32.7,1.211
数据342,342.0,27.337,16.5,10.837
数据343,343.0,26.595,23.9,2.695
数据344,344.0,28.577,31.2,2.623
数据345,345.0,21.318,17.5,3.818
数据346,346.0,19.244,17.2,2.044
数据347,347.0,24.924,23.1,1.824
数据348,348.0,26.732,24.5,2.232
数据349,349.0,26.554,26.6,0.046
数据350,350.0,24.368,22.9,1.468
数据351,351.0,24.885,24.1,0.785
数据352,352.0,21.696,18.6,3.096
数据353,353.0,28.283,30.1,1.817
数据354,354.0,18.318,18.2,0.118
数据355,355.0,20.535,20.6,0.065
数据356,356.0,16.427,17.8,1.373
数据357,357.0,20.516,21.7,1.184
数据358,358.0,21.495,22.7,1.205
数据359,359.0,19.997,22.6,2.603
数据360,360.0,25.052,25.0,0.052
数据361,361.0,18.607,19.9,1.293
数据362,362.0,21.482,20.8,0.682
数据363,363.0,19.283,16.8,2.483
数据364,364.0,35.308,21.9,13.408
数据365,365.0,20.793,27.5,6.707
数据366,366.0,15.748,21.9,6.152
数据367,367.0,11.948,23.1,11.152
数据368,368.0,25.964,50.0,24.036
数据369,369.0,32.343,50.0,17.657
数据370,370.0,29.871,50.0,20.129
数据371,371.0,23.715,50.0,26.285
数据372,372.0,28.362,50.0,21.638
数据373,373.0,13.223,13.8,0.577
数据374,374.0,9.802,13.8,3.998
数据375,375.0,20.859,15.0,5.859
数据376,376.0,12.86,13.9,1.04
数据377,377.0,14.922,13.3,1.622
数据378,378.0,12.088,13.1,1.012
数据379,379.0,13.602,10.2,3.402
数据380,380.0,12.947,10.4,2.547
数据381,381.0,13.687,10.9,2.787
数据382,382.0,13.338,11.3,2.038
数据383,383.0,13.021,12.3,0.721
数据384,384.0,7.32,8.8,1.48
数据385,385.0,12.832,7.2,5.632
数据386,386.0,6.524,10.5,3.976
数据387,387.0,8.482,7.4,1.082
数据388,388.0,10.41,10.2,0.21
数据389,389.0,14.182,11.5,2.682
数据390,390.0,16.409,15.1,1.309
数据391,391.0,15.33,23.2,7.87
数据392,392.0,11.718,9.7,2.018
数据393,393.0,17.979,13.8,4.179
数据394,394.0,17.172,12.7,4.472
数据395,395.0,16.67,13.1,3.57
数据396,396.0,15.495,12.5,2.995
数据397,397.0,14.685,8.5,6.185
数据398,398.0,8.197,5.0,3.197
数据399,399.0,13.158,6.3,6.858
数据400,400.0,12.527,5.6,6.927
数据401,401.0,13.946,7.2,6.746
数据402,402.0,14.398,12.1,2.298
数据403,403.0,11.995,8.3,3.695
数据404,404.0,7.193,8.5,1.307
数据405,405.0,7.83,5.0,2.83
数据406,406.0,8.485,11.9,3.415
数据407,407.0,22.08,27.9,5.82
数据408,408.0,14.45,17.2,2.75
数据409,409.0,15.389,27.5,12.111
数据410,410.0,16.957,15.0,1.957
数据411,411.0,13.92,17.2,3.28
数据412,412.0,9.476,17.9,8.424
数据413,413.0,11.18,16.3,5.12
数据414,414.0,7.767,7.0,0.767
数据415,415.0,10.541,7.2,3.341
数据416,416.0,11.691,7.5,4.191
数据417,417.0,8.383,10.4,2.017
数据418,418.0,6.209,8.8,2.591
数据419,419.0,11.777,8.4,3.377
数据420,420.0,17.287,16.7,0.587
数据421,421.0,16.952,14.2,2.752
数据422,422.0,19.675,20.8,1.125
数据423,423.0,12.934,13.4,0.466
数据424,424.0,16.451,11.7,4.751
数据425,425.0,11.662,8.3,3.362
数据426,426.0,17.731,10.2,7.531
数据427,427.0,15.416,10.9,4.516
数据428,428.0,12.91,11.0,1.91
数据429,429.0,11.834,9.5,2.334
数据430,430.0,16.306,14.5,1.806
数据431,431.0,15.761,14.1,1.661
数据432,432.0,20.612,16.1,4.512
数据433,433.0,16.295,14.3,1.995
数据434,434.0,16.067,11.7,4.367
数据435,435.0,11.512,13.4,1.888
数据436,436.0,12.849,9.6,3.249
数据437,437.0,10.406,8.7,1.706
数据438,438.0,13.901,8.4,5.501
数据439,439.0,13.145,12.8,0.345
数据440,440.0,12.778,10.5,2.278
数据441,441.0,14.29,17.1,2.81
数据442,442.0,16.643,18.4,1.757
数据443,443.0,14.703,15.4,0.697
数据444,444.0,12.075,10.8,1.275
数据445,445.0,11.009,11.8,0.791
数据446,446.0,15.524,14.9,0.624
数据447,447.0,16.352,12.6,3.752
数据448,448.0,15.503,14.1,1.403
数据449,449.0,14.697,13.0,1.697
数据450,450.0,15.434,13.4,2.034
数据451,451.0,16.849,15.2,1.649
数据452,452.0,16.563,16.1,0.463
数据453,453.0,18.049,17.8,0.249
数据454,454.0,13.901,14.9,0.999
数据455,455.0,15.029,14.1,0.929
数据456,456.0,13.332,12.7,0.632
数据457,457.0,14.768,13.5,1.268
数据458,458.0,16.634,14.9,1.734
数据459,459.0,18.332,20.0,1.668
数据460,460.0,17.68,16.4,1.28
数据461,461.0,19.019,17.7,1.319
数据462,462.0,19.17,19.5,0.33
数据463,463.0,23.031,20.2,2.831
数据464,464.0,20.056,21.4,1.344
数据465,465.0,18.734,19.9,1.166
数据466,466.0,15.102,19.0,3.898
数据467,467.0,15.217,19.1,3.883
数据468,468.0,17.825,19.1,1.275
数据469,469.0,20.237,20.1,0.137
数据470,470.0,18.249,19.9,1.651
数据471,471.0,20.802,19.6,1.202
数据472,472.0,20.158,23.2,3.042
数据473,473.0,23.984,29.8,5.816
数据474,474.0,17.133,13.8,3.333
数据475,475.0,14.7,13.3,1.4
数据476,476.0,17.147,16.7,0.447
数据477,477.0,14.446,12.0,2.446
数据478,478.0,16.814,14.6,2.214
数据479,479.0,20.144,21.4,1.256
数据480,480.0,22.474,23.0,0.526
数据481,481.0,25.064,23.7,1.364
数据482,482.0,25.173,25.0,0.173
数据483,483.0,21.465,21.8,0.335
数据484,484.0,19.69,20.6,0.91
数据485,485.0,22.193,21.2,0.993
数据486,486.0,18.971,19.1,0.129
数据487,487.0,21.502,20.6,0.902
数据488,488.0,15.426,15.2,0.226
数据489,489.0,12.796,7.0,5.796
数据490,490.0,11.336,8.1,3.236
数据491,491.0,16.433,13.6,2.833
数据492,492.0,19.667,20.1,0.433
数据493,493.0,20.499,21.8,1.301
数据494,494.0,20.226,24.5,4.274
数据495,495.0,16.923,23.1,6.177
数据496,496.0,14.295,19.7,5.405
数据497,497.0,19.386,18.3,1.086
数据498,498.0,20.808,21.2,0.392
数据499,499.0,18.28,17.5,0.78
数据500,500.0,19.671,16.8,2.871
数据501,501.0,24.209,22.4,1.809
数据502,502.0,22.843,20.6,2.243
数据503,503.0,28.677,23.9,4.777
数据504,504.0,27.158,22.0,5.158
数据505,505.0,22.818,11.9,10.918
